,,,,,
Input,Match type,Approved symbol,Approved name,HGNC ID,Location
NEO1,Approved symbol,NEO1,neogenin 1,HGNC:7754,15q24.1
NETO1,Approved symbol,NETO1,neuropilin and tolloid like 1,HGNC:13823,18q22.3
NEU4,Approved symbol,NEU4,neuraminidase 4,HGNC:21328,2q37.3
NEURL1,Approved symbol,NEURL1,neuralized E3 ubiquitin protein ligase 1,HGNC:7761,10q24.33
NEURL3,Approved symbol,NEURL3,neuralized E3 ubiquitin protein ligase 3,HGNC:25162,2q11.2
NEURL4,Approved symbol,NEURL4,neuralized E3 ubiquitin protein ligase 4,HGNC:34410,17p13.1
NEUROD2,Approved symbol,NEUROD2,neuronal differentiation 2,HGNC:7763,17q12
NEUROD6,Approved symbol,NEUROD6,neuronal differentiation 6,HGNC:13804,7p14.3
NEUROG3,Approved symbol,NEUROG3,neurogenin 3,HGNC:13806,10q22.1
NF1,Approved symbol,NF1,neurofibromin 1,HGNC:7765,17q11.2
NFASC,Approved symbol,NFASC,neurofascin,HGNC:29866,1q32.1
NFAT5,Approved symbol,NFAT5,nuclear factor of activated T cells 5,HGNC:7774,16q22.1
NFE2L3,Approved symbol,NFE2L3,NFE2 like bZIP transcription factor 3,HGNC:7783,7p15.2
NFIA,Approved symbol,NFIA,nuclear factor I A,HGNC:7784,1p31.3
NFKBID,Approved symbol,NFKBID,NFKB inhibitor delta,HGNC:15671,19q13.12
NFRKB,Approved symbol,NFRKB,nuclear factor related to kappaB binding protein,HGNC:7802,11q24.3
NFS1,Approved symbol,NFS1,NFS1 cysteine desulfurase,HGNC:15910,20q11.22
NHLRC4,Approved symbol,NHLRC4,NHL repeat containing 4,HGNC:26700,16p13.3
NHSL1,Approved symbol,NHSL1,NHS like 1,HGNC:21021,6q24.1
NHSL2,Approved symbol,NHSL2,NHS like 2,HGNC:33737,Xq13.1
NID1,Approved symbol,NID1,nidogen 1,HGNC:7821,1q42.3
NID2,Approved symbol,NID2,nidogen 2,HGNC:13389,14q22.1
NIFK,Approved symbol,NIFK,nucleolar protein interacting with the FHA domain of MKI67,HGNC:17838,2q14.3
NIN,Approved symbol,NIN,ninein,HGNC:14906,14q22.1
NINL,Approved symbol,NINL,ninein like,HGNC:29163,20p11.21
NIPSNAP1,Approved symbol,NIPSNAP1,nipsnap homolog 1,HGNC:7827,22q12.2
NISCH,Approved symbol,NISCH,nischarin,HGNC:18006,3p21.1
NKAIN3,Approved symbol,NKAIN3,sodium/potassium transporting ATPase interacting 3,HGNC:26829,8q12.3
NKAP,Approved symbol,NKAP,NFKB activating protein,HGNC:29873,Xq24
NKD1,Approved symbol,NKD1,NKD inhibitor of WNT signaling pathway 1,HGNC:17045,16q12.1
NKPD1,Approved symbol,NKPD1,NTPase KAP family P-loop domain containing 1,HGNC:24739,19q13.32
NKTR,Approved symbol,NKTR,natural killer cell triggering receptor,HGNC:7833,3p22.1
NKX1-2,Approved symbol,NKX1-2,NK1 homeobox 2,HGNC:31652,10q26.13
NKX2-5,Approved symbol,NKX2-5,NK2 homeobox 5,HGNC:2488,5q34
NKX2-8,Approved symbol,NKX2-8,NK2 homeobox 8,HGNC:16364,14q13.3
NLE1,Approved symbol,NLE1,notchless homolog 1,HGNC:19889,17q12
NLGN1,Approved symbol,NLGN1,neuroligin 1,HGNC:14291,3q26.31
NLGN2,Approved symbol,NLGN2,neuroligin 2,HGNC:14290,17p13.1
NLGN3,Approved symbol,NLGN3,neuroligin 3,HGNC:14289,Xq13.1
NLGN4X,Approved symbol,NLGN4X,neuroligin 4 X-linked,HGNC:14287,Xp22.32-p22.31
NLRC4,Approved symbol,NLRC4,NLR family CARD domain containing 4,HGNC:16412,2p22.3
NLRP1,Approved symbol,NLRP1,NLR family pyrin domain containing 1,HGNC:14374,17p13
NLRP14,Approved symbol,NLRP14,NLR family pyrin domain containing 14,HGNC:22939,11p15.4
NLRP2,Approved symbol,NLRP2,NLR family pyrin domain containing 2,HGNC:22948,19q13.42
NLRP3,Approved symbol,NLRP3,NLR family pyrin domain containing 3,HGNC:16400,1q44
NLRP5,Approved symbol,NLRP5,NLR family pyrin domain containing 5,HGNC:21269,19q13.43
NLRP6,Approved symbol,NLRP6,NLR family pyrin domain containing 6,HGNC:22944,11p15.5
NLRP7,Approved symbol,NLRP7,NLR family pyrin domain containing 7,HGNC:22947,19q13.42
NLRP8,Approved symbol,NLRP8,NLR family pyrin domain containing 8,HGNC:22940,19q13.43
NMBR,Approved symbol,NMBR,neuromedin B receptor,HGNC:7843,6q24.1
NME4,Approved symbol,NME4,NME/NM23 nucleoside diphosphate kinase 4,HGNC:7852,16p13.3
NME8,Approved symbol,NME8,NME/NM23 family member 8,HGNC:16473,7p14.1
NMNAT2,Approved symbol,NMNAT2,nicotinamide nucleotide adenylyltransferase 2,HGNC:16789,1q25.3
NMRK2,Approved symbol,NMRK2,nicotinamide riboside kinase 2,HGNC:17871,19p13.3
NMT1,Approved symbol,NMT1,N-myristoyltransferase 1,HGNC:7857,17q21.31
NOB1,Approved symbol,NOB1,NIN1 (RPN12) binding protein 1 homolog,HGNC:29540,16q22.1
NOD1,Approved symbol,NOD1,nucleotide binding oligomerization domain containing 1,HGNC:16390,7p14.3
NOL11,Approved symbol,NOL11,nucleolar protein 11,HGNC:24557,17q24.2
NOL6,Approved symbol,NOL6,nucleolar protein 6,HGNC:19910,9p13.3
NOL8,Approved symbol,NOL8,nucleolar protein 8,HGNC:23387,9q22.31
NONO,Approved symbol,NONO,non-POU domain containing octamer binding,HGNC:7871,Xq13.1
NOP2,Approved symbol,NOP2,NOP2 nucleolar protein,HGNC:7867,12p13.31
NOP56,Approved symbol,NOP56,NOP56 ribonucleoprotein,HGNC:15911,20p13
NOS1,Approved symbol,NOS1,nitric oxide synthase 1,HGNC:7872,12q24.22
NOS1,Alias symbol,NANOS1,nanos C2HC-type zinc finger 1,HGNC:23044,10q26.11
NOS3,Approved symbol,NOS3,nitric oxide synthase 3,HGNC:7876,7q36.1
NOS3,Alias symbol,NANOS3,nanos C2HC-type zinc finger 3,HGNC:22048,19p13.12
NOTCH1,Approved symbol,NOTCH1,notch receptor 1,HGNC:7881,9q34.3
NOTCH2,Approved symbol,NOTCH2,notch receptor 2,HGNC:7882,1p12
NOTCH3,Approved symbol,NOTCH3,notch receptor 3,HGNC:7883,19p13.12
NOTUM,Approved symbol,NOTUM,"notum, palmitoleoyl-protein carboxylesterase",HGNC:27106,17q25.3
NOVA1,Approved symbol,NOVA1,NOVA alternative splicing regulator 1,HGNC:7886,14q12
NOX1,Approved symbol,NOX1,NADPH oxidase 1,HGNC:7889,Xq22.1
NOX4,Approved symbol,NOX4,NADPH oxidase 4,HGNC:7891,11q14.3
NOX5,Approved symbol,NOX5,NADPH oxidase 5,HGNC:14874,15q23
NPAP1,Approved symbol,NPAP1,nuclear pore associated protein 1,HGNC:1190,15q11.2
NPAS1,Approved symbol,NPAS1,neuronal PAS domain protein 1,HGNC:7894,19q13.32
NPAS2,Approved symbol,NPAS2,neuronal PAS domain protein 2,HGNC:7895,2q11.2
NPAS3,Approved symbol,NPAS3,neuronal PAS domain protein 3,HGNC:19311,14q13.1
NPAS4,Approved symbol,NPAS4,neuronal PAS domain protein 4,HGNC:18983,11q13.2
NPB,Approved symbol,NPB,neuropeptide B,HGNC:30099,17q25.3
NPC1,Approved symbol,NPC1,NPC intracellular cholesterol transporter 1,HGNC:7897,18q11.2
NPEPPS,Approved symbol,NPEPPS,aminopeptidase puromycin sensitive,HGNC:7900,17q21.32
NPFFR1,Approved symbol,NPFFR1,neuropeptide FF receptor 1,HGNC:17425,10q22.1
NPHP1,Approved symbol,NPHP1,nephrocystin 1,HGNC:7905,2q13
NPHP4,Approved symbol,NPHP4,nephrocystin 4,HGNC:19104,1p36.31
NPHS1,Approved symbol,NPHS1,"NPHS1 adhesion molecule, nephrin",HGNC:7908,19q13.12
NPR1,Approved symbol,NPR1,natriuretic peptide receptor 1,HGNC:7943,1q21.3
NPRL3,Approved symbol,NPRL3,"NPR3 like, GATOR1 complex subunit",HGNC:14124,16p13.3
NPTXR,Approved symbol,NPTXR,neuronal pentraxin receptor,HGNC:7954,22q13.1
NPW,Approved symbol,NPW,neuropeptide W,HGNC:30509,16p13.3
NPY4R,Approved symbol,NPY4R,neuropeptide Y receptor Y4,HGNC:9329,10q11.22
NPY5R,Approved symbol,NPY5R,neuropeptide Y receptor Y5,HGNC:7958,4q32.2
NR0B1,Approved symbol,NR0B1,nuclear receptor subfamily 0 group B member 1,HGNC:7960,Xp21.2
NR1I2,Approved symbol,NR1I2,nuclear receptor subfamily 1 group I member 2,HGNC:7968,3q13.33
NR2F1,Approved symbol,NR2F1,nuclear receptor subfamily 2 group F member 1,HGNC:7975,5q15
NR2F2,Approved symbol,NR2F2,nuclear receptor subfamily 2 group F member 2,HGNC:7976,15q26.2
NR4A3,Approved symbol,NR4A3,nuclear receptor subfamily 4 group A member 3,HGNC:7982,9q22
NR6A1,Approved symbol,NR6A1,nuclear receptor subfamily 6 group A member 1,HGNC:7985,9q33.3
NRAP,Approved symbol,NRAP,nebulin related anchoring protein,HGNC:7988,10q25.3
NRAP,Alias symbol,NOL6,nucleolar protein 6,HGNC:19910,9p13.3
NRBP2,Approved symbol,NRBP2,nuclear receptor binding protein 2,HGNC:19339,8q24.3
NRCAM,Approved symbol,NRCAM,neuronal cell adhesion molecule,HGNC:7994,7q31.1
NRD1,Previous symbol,NRDC,nardilysin convertase,HGNC:7995,1p32.3
NRG1,Approved symbol,NRG1,neuregulin 1,HGNC:7997,8p12
NRG3,Approved symbol,NRG3,neuregulin 3,HGNC:7999,10q23.1
NRK,Approved symbol,NRK,Nik related kinase,HGNC:25391,Xq22.3
NRP2,Approved symbol,NRP2,neuropilin 2,HGNC:8005,2q33.3
NRP2,Alias symbol,NELL2,neural EGFL like 2,HGNC:7751,12q12
NRROS,Approved symbol,NRROS,negative regulator of reactive oxygen species,HGNC:24613,3q29
NRXN1,Approved symbol,NRXN1,neurexin 1,HGNC:8008,2p16.3
NRXN3,Approved symbol,NRXN3,neurexin 3,HGNC:8010,14q24.3-q31.1
NSMF,Approved symbol,NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor,HGNC:29843,9q34.3
NTM,Approved symbol,NTM,neurotrimin,HGNC:17941,11q25
NTN1,Approved symbol,NTN1,netrin 1,HGNC:8029,17p13.1
NTN3,Approved symbol,NTN3,netrin 3,HGNC:8030,16p13.3
NTNG2,Approved symbol,NTNG2,netrin G2,HGNC:14288,9q34.13
NTRK2,Approved symbol,NTRK2,neurotrophic receptor tyrosine kinase 2,HGNC:8032,9q21.33
NTRK3,Approved symbol,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,15q25.3
NUAK1,Approved symbol,NUAK1,NUAK family kinase 1,HGNC:14311,12q23.3
NUCB2,Approved symbol,NUCB2,nucleobindin 2,HGNC:8044,11p15.1
NUDCD1,Approved symbol,NUDCD1,NudC domain containing 1,HGNC:24306,8q23.1
NUDCD3,Approved symbol,NUDCD3,NudC domain containing 3,HGNC:22208,7p13
NUDT16L1,Approved symbol,NUDT16L1,nudix hydrolase 16 like 1,HGNC:28154,16p13.3
NUDT21,Approved symbol,NUDT21,nudix hydrolase 21,HGNC:13870,16q13
NUDT5,Approved symbol,NUDT5,nudix hydrolase 5,HGNC:8052,10p14
NUGGC,Approved symbol,NUGGC,"nuclear GTPase, germinal center associated",HGNC:33550,8p21.1
NUMA1,Approved symbol,NUMA1,nuclear mitotic apparatus protein 1,HGNC:8059,11q13.4
NUP153,Approved symbol,NUP153,nucleoporin 153,HGNC:8062,6p22.3
NUP160,Approved symbol,NUP160,nucleoporin 160,HGNC:18017,11p11.2
NUP210,Approved symbol,NUP210,nucleoporin 210,HGNC:30052,3p25.1
NUP98,Approved symbol,NUP98,nucleoporin 98 and 96 precursor,HGNC:8068,11p15.4
NUPL1,Previous symbol,NUP58,nucleoporin 58,HGNC:20261,13q12.13
NUS1,Approved symbol,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit,HGNC:21042,6q22.1
NWD1,Approved symbol,NWD1,NACHT and WD repeat domain containing 1,HGNC:27619,19p13.11
NXF2B,Approved symbol,NXF2B,nuclear RNA export factor 2B,HGNC:23984,Xq22.1
NXF3,Approved symbol,NXF3,nuclear RNA export factor 3,HGNC:8073,Xq22.1
NXPE2,Approved symbol,NXPE2,neurexophilin and PC-esterase domain family member 2,HGNC:26331,11q23.2
NXPE4,Approved symbol,NXPE4,neurexophilin and PC-esterase domain family member 4,HGNC:23117,11q23.2
NXPH4,Approved symbol,NXPH4,neurexophilin 4,HGNC:8078,12q13.3
NYNRIN,Approved symbol,NYNRIN,NYN domain and retroviral integrase containing,HGNC:20165,14q12
NYX,Approved symbol,NYX,nyctalopin,HGNC:8082,Xp11.4
OBSCN,Approved symbol,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",HGNC:15719,1q42.13
OBSL1,Approved symbol,OBSL1,obscurin like cytoskeletal adaptor 1,HGNC:29092,2q35
OC90,Approved symbol,OC90,otoconin 90,HGNC:8100,8q24.22
OCA2,Approved symbol,OCA2,OCA2 melanosomal transmembrane protein,HGNC:8101,15q12-q13.1
OGDHL,Approved symbol,OGDHL,oxoglutarate dehydrogenase L,HGNC:25590,10q11.23
OGT,Approved symbol,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,HGNC:8127,Xq13.1
OIP5,Approved symbol,OIP5,Opa interacting protein 5,HGNC:20300,15q15.1
OIT3,Approved symbol,OIT3,oncoprotein induced transcript 3,HGNC:29953,10q22.1
OLFM1,Approved symbol,OLFM1,olfactomedin 1,HGNC:17187,9q34.3
OLFML2B,Approved symbol,OLFML2B,olfactomedin like 2B,HGNC:24558,1q23.3
OLIG1,Approved symbol,OLIG1,oligodendrocyte transcription factor 1,HGNC:16983,21q22.11
OLR1,Approved symbol,OLR1,oxidized low density lipoprotein receptor 1,HGNC:8133,12p13.2
OPA3,Approved symbol,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,HGNC:8142,19q13.32
OPCML,Approved symbol,OPCML,opioid binding protein/cell adhesion molecule like,HGNC:8143,11q25
OPLAH,Approved symbol,OPLAH,"5-oxoprolinase, ATP-hydrolysing",HGNC:8149,8q24.3
OPN4,Approved symbol,OPN4,opsin 4,HGNC:14449,10q23.2
OR10A6,Approved symbol,OR10A6,olfactory receptor family 10 subfamily A member 6 (gene/pseudogene),HGNC:15132,11p15.4
OR10G8,Approved symbol,OR10G8,olfactory receptor family 10 subfamily G member 8,HGNC:14845,11q24.2
OR10H5,Approved symbol,OR10H5,olfactory receptor family 10 subfamily H member 5,HGNC:15389,19p13.12
OR10J1,Approved symbol,OR10J1,olfactory receptor family 10 subfamily J member 1,HGNC:8175,1q23.2
OR10K1,Approved symbol,OR10K1,olfactory receptor family 10 subfamily K member 1,HGNC:14693,1q23.1
OR10K2,Approved symbol,OR10K2,olfactory receptor family 10 subfamily K member 2,HGNC:14826,1q23.1
OR10R2,Approved symbol,OR10R2,olfactory receptor family 10 subfamily R member 2,HGNC:14820,1q23.1
OR10X1,Approved symbol,OR10X1,olfactory receptor family 10 subfamily X member 1,HGNC:14995,1q23.1
OR10Z1,Approved symbol,OR10Z1,olfactory receptor family 10 subfamily Z member 1,HGNC:14996,1q23.1
OR11A1,Approved symbol,OR11A1,olfactory receptor family 11 subfamily A member 1,HGNC:8176,6p22.2-p21.31
OR11G2,Approved symbol,OR11G2,olfactory receptor family 11 subfamily G member 2,HGNC:15346,14q11.2
OR11H6,Approved symbol,OR11H6,olfactory receptor family 11 subfamily H member 6,HGNC:15349,14q11.2
OR14A16,Approved symbol,OR14A16,olfactory receptor family 14 subfamily A member 16,HGNC:15022,1q44
OR1C1,Approved symbol,OR1C1,olfactory receptor family 1 subfamily C member 1,HGNC:8182,1q44
OR1K1,Approved symbol,OR1K1,olfactory receptor family 1 subfamily K member 1,HGNC:8212,9q33
OR1N1,Approved symbol,OR1N1,olfactory receptor family 1 subfamily N member 1,HGNC:8221,9q33.2
OR1N2,Approved symbol,OR1N2,olfactory receptor family 1 subfamily N member 2,HGNC:15111,9q33.2
OR2A2,Approved symbol,OR2A2,olfactory receptor family 2 subfamily A member 2,HGNC:8230,7q35
OR2A4,Approved symbol,OR2A4,olfactory receptor family 2 subfamily A member 4,HGNC:14729,6q23.2
OR2A7,Approved symbol,OR2A7,olfactory receptor family 2 subfamily A member 7,HGNC:8234,7q35
OR2AP1,Approved symbol,OR2AP1,olfactory receptor family 2 subfamily AP member 1,HGNC:15335,12q13.2
OR2B11,Approved symbol,OR2B11,olfactory receptor family 2 subfamily B member 11,HGNC:31249,1q44
OR2B2,Approved symbol,OR2B2,olfactory receptor family 2 subfamily B member 2,HGNC:13966,6p22.1
OR2B3,Approved symbol,OR2B3,olfactory receptor family 2 subfamily B member 3,HGNC:8238,6p22.1
OR2G2,Approved symbol,OR2G2,olfactory receptor family 2 subfamily G member 2,HGNC:15007,1q44
OR2K2,Approved symbol,OR2K2,olfactory receptor family 2 subfamily K member 2,HGNC:8264,9q31.3
OR2L13,Approved symbol,OR2L13,olfactory receptor family 2 subfamily L member 13,HGNC:19578,1q44
OR2L2,Approved symbol,OR2L2,olfactory receptor family 2 subfamily L member 2,HGNC:8266,1q44
OR2M4,Approved symbol,OR2M4,olfactory receptor family 2 subfamily M member 4,HGNC:8270,1q44
OR2T11,Approved symbol,OR2T11,olfactory receptor family 2 subfamily T member 11,HGNC:19574,1q44
OR2T2,Approved symbol,OR2T2,olfactory receptor family 2 subfamily T member 2,HGNC:14725,1q44
OR2T4,Approved symbol,OR2T4,olfactory receptor family 2 subfamily T member 4,HGNC:15016,1q44
OR2T6,Approved symbol,OR2T6,olfactory receptor family 2 subfamily T member 6,HGNC:15018,1q44
OR2W1,Approved symbol,OR2W1,olfactory receptor family 2 subfamily W member 1,HGNC:8281,6p22.1
OR4A16,Approved symbol,OR4A16,olfactory receptor family 4 subfamily A member 16,HGNC:15153,11q11
OR4C4P,Approved symbol,OR4C4P,olfactory receptor family 4 subfamily C member 4 pseudogene,HGNC:14700,11p11.2
OR4D5,Approved symbol,OR4D5,olfactory receptor family 4 subfamily D member 5,HGNC:14852,11q24.1
OR4D6,Approved symbol,OR4D6,olfactory receptor family 4 subfamily D member 6,HGNC:15175,11q12.1
OR4K5,Approved symbol,OR4K5,olfactory receptor family 4 subfamily K member 5,HGNC:14745,14q11.2
OR4N2,Approved symbol,OR4N2,olfactory receptor family 4 subfamily N member 2,HGNC:14742,14q11.2
OR4N4,Approved symbol,OR4N4,olfactory receptor family 4 subfamily N member 4,HGNC:15375,15q11.2
OR4Q3,Approved symbol,OR4Q3,olfactory receptor family 4 subfamily Q member 3,HGNC:15426,14q11.2
OR4X2,Approved symbol,OR4X2,olfactory receptor family 4 subfamily X member 2,HGNC:15184,11p11.2
OR51A2,Approved symbol,OR51A2,olfactory receptor family 51 subfamily A member 2,HGNC:14764,11p15.4
OR51A4,Approved symbol,OR51A4,olfactory receptor family 51 subfamily A member 4,HGNC:14795,11p15.4
OR51D1,Approved symbol,OR51D1,olfactory receptor family 51 subfamily D member 1,HGNC:15193,11p15.4
OR51E2,Approved symbol,OR51E2,olfactory receptor family 51 subfamily E member 2,HGNC:15195,11p15.4
OR51F2,Approved symbol,OR51F2,olfactory receptor family 51 subfamily F member 2,HGNC:15197,11p15.4
OR51G1,Approved symbol,OR51G1,olfactory receptor family 51 subfamily G member 1,HGNC:14738,11p15.4
OR51M1,Approved symbol,OR51M1,olfactory receptor family 51 subfamily M member 1,HGNC:14847,11p15.4
OR52D1,Approved symbol,OR52D1,olfactory receptor family 52 subfamily D member 1,HGNC:15212,11p15.4
OR52E4,Approved symbol,OR52E4,olfactory receptor family 52 subfamily E member 4,HGNC:15213,11p15.4
OR52I2,Approved symbol,OR52I2,olfactory receptor family 52 subfamily I member 2,HGNC:15221,11p15.4
OR52K1,Approved symbol,OR52K1,olfactory receptor family 52 subfamily K member 1,HGNC:15222,11p15.4
OR52K2,Approved symbol,OR52K2,olfactory receptor family 52 subfamily K member 2,HGNC:15223,11p15.4
OR52M1,Approved symbol,OR52M1,olfactory receptor family 52 subfamily M member 1,HGNC:15225,11p15.4
OR52R1,Approved symbol,OR52R1,olfactory receptor family 52 subfamily R member 1,HGNC:15235,11p15.4
OR5AC2,Approved symbol,OR5AC2,olfactory receptor family 5 subfamily AC member 2,HGNC:15431,3q11.2
OR5AS1,Approved symbol,OR5AS1,olfactory receptor family 5 subfamily AS member 1,HGNC:15261,11q12.1
OR5C1,Approved symbol,OR5C1,olfactory receptor family 5 subfamily C member 1,HGNC:8331,9q33.2
OR5D16,Approved symbol,OR5D16,olfactory receptor family 5 subfamily D member 16,HGNC:15283,11q12.1
OR5K2,Approved symbol,OR5K2,olfactory receptor family 5 subfamily K member 2,HGNC:14774,3q11.2
OR5K4,Approved symbol,OR5K4,olfactory receptor family 5 subfamily K member 4,HGNC:31291,3q11.2
OR5L2,Approved symbol,OR5L2,olfactory receptor family 5 subfamily L member 2,HGNC:8351,11q12.1
OR5M3,Approved symbol,OR5M3,olfactory receptor family 5 subfamily M member 3,HGNC:14806,11q12.1
OR5P2,Approved symbol,OR5P2,olfactory receptor family 5 subfamily P member 2,HGNC:14783,11p15.4
OR5R1,Previous symbol,OR8U3,olfactory receptor family 8 subfamily U member 3,HGNC:14841,11q12.1
OR5T1,Approved symbol,OR5T1,olfactory receptor family 5 subfamily T member 1,HGNC:14821,11q12.1
OR5V1,Approved symbol,OR5V1,olfactory receptor family 5 subfamily V member 1,HGNC:13972,6p22.1
OR5W2,Approved symbol,OR5W2,olfactory receptor family 5 subfamily W member 2,HGNC:15299,11q12.1
OR6C1,Approved symbol,OR6C1,olfactory receptor family 6 subfamily C member 1,HGNC:8355,12q13.2
OR6C76,Approved symbol,OR6C76,olfactory receptor family 6 subfamily C member 76,HGNC:31305,12q13.2
OR6F1,Approved symbol,OR6F1,olfactory receptor family 6 subfamily F member 1,HGNC:15027,1q44
OR6K3,Approved symbol,OR6K3,olfactory receptor family 6 subfamily K member 3,HGNC:15030,1q23.1
OR6P1,Approved symbol,OR6P1,olfactory receptor family 6 subfamily P member 1,HGNC:15036,1q23.1
OR7A17,Approved symbol,OR7A17,olfactory receptor family 7 subfamily A member 17,HGNC:8363,19p13.12
OR7E24,Approved symbol,OR7E24,olfactory receptor family 7 subfamily E member 24,HGNC:8396,19p13.2
OR8B12,Approved symbol,OR8B12,olfactory receptor family 8 subfamily B member 12,HGNC:15307,11q24.2
OR8B2,Approved symbol,OR8B2,olfactory receptor family 8 subfamily B member 2,HGNC:8471,11q24.2
OR8D1,Approved symbol,OR8D1,olfactory receptor family 8 subfamily D member 1,HGNC:8481,11q24.2
OR8D2,Approved symbol,OR8D2,olfactory receptor family 8 subfamily D member 2,HGNC:8482,11q24.2
OR8D4,Approved symbol,OR8D4,olfactory receptor family 8 subfamily D member 4,HGNC:14840,11q24.1
OR8G1,Approved symbol,OR8G1,olfactory receptor family 8 subfamily G member 1,HGNC:8484,11q24.2
OR8H3,Approved symbol,OR8H3,olfactory receptor family 8 subfamily H member 3,HGNC:15309,11q12.1
OR8K1,Approved symbol,OR8K1,olfactory receptor family 8 subfamily K member 1,HGNC:14831,11q12.1
OR9A2,Approved symbol,OR9A2,olfactory receptor family 9 subfamily A member 2,HGNC:15093,7q34
OR9A4,Approved symbol,OR9A4,olfactory receptor family 9 subfamily A member 4,HGNC:15095,7q34
OR9G4,Approved symbol,OR9G4,olfactory receptor family 9 subfamily G member 4,HGNC:15322,11q12.1
OR9K2,Approved symbol,OR9K2,olfactory receptor family 9 subfamily K member 2,HGNC:15339,12q13.2
OR9Q1,Approved symbol,OR9Q1,olfactory receptor family 9 subfamily Q member 1,HGNC:14724,11q12.1
ORAI1,Approved symbol,ORAI1,ORAI calcium release-activated calcium modulator 1,HGNC:25896,12q24.31
ORAI3,Approved symbol,ORAI3,ORAI calcium release-activated calcium modulator 3,HGNC:28185,16p11.2
ORC5,Approved symbol,ORC5,origin recognition complex subunit 5,HGNC:8491,7q22.1-q22.2
ORM1,Approved symbol,ORM1,orosomucoid 1,HGNC:8498,9q32
OS9,Approved symbol,OS9,OS9 endoplasmic reticulum lectin,HGNC:16994,12q13.3-q14.1
